Time;Position;Velocity;Acceleration;ActualTime
0;10,44;0;0;638544989925196324
0,005;10,43975;-0,04905;-0,04905;638544989925206327
0,01;10,43926;-0,09810001;-0,04905;638544989925266323
0,015;10,43853;-0,14715;-0,04905;638544989925316324
0,02;10,43755;-0,1962;-0,04905;638544989925366330
0,025;10,43632;-0,24525;-0,04905;638544989925426341
0,03;10,43485;-0,2943;-0,04905;638544989925486327
0,035;10,43313;-0,34335;-0,04905;638544989925536333
0,04;10,43117;-0,3924;-0,04905;638544989925596334
0,04499999;10,42896;-0,44145;-0,04905;638544989925656346
0,04999999;10,42651;-0,4905;-0,04905;638544989925656346
0,05499999;10,42381;-0,5395501;-0,04905;638544989925716332
0,05999999;10,42087;-0,5886;-0,04905;638544989925776332
0,06499999;10,41768;-0,63765;-0,04905;638544989925826336
0,06999999;10,41425;-0,6867;-0,04905;638544989925886327
0,075;10,41057;-0,73575;-0,04905;638544989925936334
0,08;10,40665;-0,7847999;-0,04905;638544989925986336
0,085;10,40248;-0,8338499;-0,04905;638544989926036339
0,09;10,39806;-0,8828999;-0,04905;638544989926096336
0,09500001;10,3934;-0,9319499;-0,04905;638544989926096336
0,1;10,3885;-0,9809998;-0,04905;638544989926146338
0,105;10,38335;-1,03005;-0,04905;638544989926206337
0,11;10,37795;-1,0791;-0,04905;638544989926266327
0,115;10,37231;-1,12815;-0,04905;638544989926316337
0,12;10,36643;-1,1772;-0,04905;638544989926376338
0,125;10,36029;-1,22625;-0,04905;638544989926436325
0,13;10,35392;-1,2753;-0,04905;638544989926486330
0,135;10,3473;-1,32435;-0,04905;638544989926536332
0,14;10,34043;-1,3734;-0,04905;638544989926586335
0,145;10,33332;-1,42245;-0,04905;638544989926646335
0,15;10,32596;-1,4715;-0,04905;638544989926706331
0,155;10,31836;-1,52055;-0,04905;638544989926706331
0,16;10,31051;-1,5696;-0,04905;638544989926756332
0,165;10,30242;-1,618649;-0,04905;638544989926806336
0,17;10,29408;-1,667699;-0,04905;638544989926866327
0,175;10,28549;-1,716749;-0,04905;638544989926916329
0,18;10,27666;-1,765799;-0,04905;638544989926966330
0,185;10,26759;-1,814849;-0,04905;638544989927016341
0,19;10,25827;-1,863899;-0,04905;638544989927076331
0,1949999;10,24871;-1,912949;-0,04905;638544989927136329
0,1999999;10,2389;-1,961999;-0,04905;638544989927196321
0,2049999;10,22884;-2,011049;-0,04905;638544989927246328
0,2099999;10,21854;-2,060099;-0,04905;638544989927296329
0,2149999;10,20799;-2,109149;-0,04905;638544989927346334
0,2199999;10,1972;-2,1582;-0,04905;638544989927406331
0,2249999;10,18617;-2,20725;-0,04905;638544989927406331
0,2299999;10,17488;-2,2563;-0,04905;638544989927466330
0,2349999;10,16336;-2,30535;-0,04905;638544989927516330
0,2399999;10,15159;-2,3544;-0,04905;638544989927576329
0,2449999;10,13957;-2,40345;-0,04905;638544989927626332
0,2499999;10,12731;-2,4525;-0,04905;638544989927686330
0,2549999;10,1148;-2,50155;-0,04905;638544989927736335
0,2599999;10,10205;-2,5506;-0,04905;638544989927796329
0,2649999;10,08905;-2,59965;-0,04905;638544989927846330
0,2699999;10,0758;-2,6487;-0,04905;638544989927906336
0,2749999;10,06231;-2,697751;-0,04905;638544989927906336
0,2799999;10,04858;-2,746801;-0,04905;638544989927966331
0,2849999;10,0346;-2,795851;-0,04905;638544989928026328
0,2899999;10,02038;-2,844901;-0,04905;638544989928076329
0,2949999;10,00591;-2,893951;-0,04905;638544989928126334
0,2999999;9,991193;-2,943001;-0,04905;638544989928186322
0,3049999;9,976233;-2,992051;-0,04905;638544989928236335
0,3099999;9,961027;-3,041101;-0,04905;638544989928296323
0,3149998;9,945577;-3,090151;-0,04905;638544989928346330
0,3199998;9,929881;-3,139201;-0,04905;638544989928396332
0,3249998;9,913939;-3,188251;-0,04905;638544989928456318
0,3299998;9,897753;-3,237302;-0,04905;638544989928456318
0,3349998;9,881321;-3,286352;-0,04905;638544989928506331
0,3399998;9,864644;-3,335402;-0,04905;638544989928556331
0,3449998;9,847722;-3,384452;-0,04905;638544989928606332
0,3499998;9,830555;-3,433502;-0,04905;638544989928666330
0,3549998;9,813142;-3,482552;-0,04905;638544989928726332
0,3599998;9,795484;-3,531602;-0,04905;638544989928786333
0,3649998;9,77758;-3,580652;-0,04905;638544989928846324
0,3699998;9,759432;-3,629702;-0,04905;638544989928896332
0,3749998;9,741038;-3,678752;-0,04905;638544989928946342
0,3799998;9,7224;-3,727803;-0,04905;638544989928946342
0,3849998;9,703515;-3,776853;-0,04905;638544989929006327
0,3899998;9,684385;-3,825903;-0,04905;638544989929066329
0,3949998;9,66501;-3,874953;-0,04905;638544989929116329
0,3999998;9,645391;-3,924003;-0,04905;638544989929176334
0,4049998;9,625525;-3,973053;-0,04905;638544989929236327
0,4099998;9,605415;-4,022103;-0,04905;638544989929286330
0,4149998;9,585059;-4,071153;-0,04905;638544989929336330
0,4199997;9,564458;-4,120203;-0,04905;638544989929386333
0,4249997;9,543612;-4,169252;-0,04905;638544989929436336
0,4299997;9,52252;-4,218302;-0,04905;638544989929496332
0,4349997;9,501184;-4,267352;-0,04905;638544989929556328
0,4399997;9,479602;-4,316402;-0,04905;638544989929556328
0,4449997;9,457774;-4,365452;-0,04905;638544989929616332
0,4499997;9,435701;-4,414502;-0,04905;638544989929676323
0,4549997;9,413383;-4,463552;-0,04905;638544989929726332
0,4599997;9,390821;-4,512601;-0,04905;638544989929786324
0,4649997;9,368012;-4,561651;-0,04905;638544989929846317
0,4699997;9,344959;-4,610701;-0,04905;638544989929896325
0,4749997;9,32166;-4,659751;-0,04905;638544989929946327
0,4799997;9,298116;-4,708801;-0,04905;638544989929996331
0,4849997;9,274326;-4,757851;-0,04905;638544989930056327
0,4899997;9,250292;-4,806901;-0,04905;638544989930056327
0,4949997;9,226012;-4,85595;-0,04905;638544989930106331
0,4999997;9,201488;-4,905;-0,04905;638544989930156331
0,5049997;9,176718;-4,95405;-0,04905;638544989930206332
0,5099997;9,151702;-5,0031;-0,04905;638544989930266327
0,5149997;9,126441;-5,05215;-0,04905;638544989930326325
0,5199997;9,100935;-5,1012;-0,04905;638544989930376330
0,5249997;9,075184;-5,150249;-0,04905;638544989930436324
0,5299997;9,049188;-5,199299;-0,04905;638544989930486331
0,5349997;9,022946;-5,248349;-0,04905;638544989930546326
0,5399997;8,996459;-5,297399;-0,04905;638544989930596334
0,5449997;8,969727;-5,346449;-0,04905;638544989930656322
0,5499997;8,942749;-5,395499;-0,04905;638544989930656322
0,5549996;8,915526;-5,444549;-0,04905;638544989930706330
0,5599996;8,888059;-5,493598;-0,04905;638544989930756338
0,5649996;8,860346;-5,542648;-0,04905;638544989930816330
0,5699996;8,832387;-5,591698;-0,04905;638544989930876329
0,5749996;8,804183;-5,640748;-0,04905;638544989930926343
0,5799996;8,775734;-5,689798;-0,04905;638544989930986331
0,5849996;8,74704;-5,738848;-0,04905;638544989931046331
0,5899996;8,718101;-5,787898;-0,04905;638544989931106335
0,5949996;8,688916;-5,836947;-0,04905;638544989931106335
0,5999996;8,659486;-5,885997;-0,04905;638544989931156337
0,6049996;8,62981;-5,935047;-0,04905;638544989931216332
0,6099996;8,59989;-5,984097;-0,04905;638544989931276323
0,6149996;8,569724;-6,033147;-0,04905;638544989931326331
0,6199996;8,539313;-6,082197;-0,04905;638544989931386327
0,6249996;8,508657;-6,131247;-0,04905;638544989931436330
0,6299996;8,477756;-6,180296;-0,04905;638544989931496321
0,6349996;8,446609;-6,229346;-0,04905;638544989931546323
0,6399996;8,415216;-6,278396;-0,04905;638544989931596329
0,6449996;8,383579;-6,327446;-0,04905;638544989931656333
0,6499996;8,351697;-6,376496;-0,04905;638544989931656333
0,6549996;8,31957;-6,425546;-0,04905;638544989931716328
0,6599995;8,287196;-6,474596;-0,04905;638544989931766332
0,6649995;8,254578;-6,523645;-0,04905;638544989931816334
0,6699995;8,221714;-6,572695;-0,04905;638544989931876326
0,6749995;8,188605;-6,621745;-0,04905;638544989931926332
0,6799995;8,155252;-6,670795;-0,04905;638544989931986330
0,6849995;8,121653;-6,719845;-0,04905;638544989932036332
0,6899995;8,087809;-6,768895;-0,04905;638544989932096329
0,6949995;8,053719;-6,817945;-0,04905;638544989932146334
